timestamp,simple-path,time
"2022-06-03 16:30:21.708","/master/welcome",3578
"2022-06-03 16:30:22.185","/master/welcome",416
"2022-06-03 16:30:24.389","/master/sign-in",2121
"2022-06-03 16:30:25.649","/master/welcome",578
"2022-06-03 16:30:26.873","/inventor/down/list-mine",1068
"2022-06-03 16:30:28.753","/inventor/down/show",1595
"2022-06-03 16:30:30.708","/inventor/down/list-mine",566
"2022-06-03 16:30:31.512","/inventor/down/show",557
"2022-06-03 16:30:32.197","/master/welcome",282
"2022-06-03 16:30:32.824","/master/welcome",567
"2022-06-03 16:30:35.097","/master/welcome",190
"2022-06-03 16:30:35.347","/master/welcome",217
"2022-06-03 16:30:35.976","/master/sign-in",566
"2022-06-03 16:30:37.206","/master/welcome",563
"2022-06-03 16:30:37.914","/inventor/down/list-mine",554
"2022-06-03 16:30:38.765","/inventor/down/show",565
"2022-06-03 16:30:40.249","/inventor/down/list-mine",554
"2022-06-03 16:30:41.067","/inventor/down/show",568
"2022-06-03 16:30:41.674","/master/welcome",204
"2022-06-03 16:30:42.296","/master/welcome",552
"2022-06-03 16:30:44.6","/master/welcome",192
"2022-06-03 16:30:44.82","/master/welcome",189
"2022-06-03 16:30:45.447","/master/sign-in",563
"2022-06-03 16:30:46.665","/master/welcome",566
"2022-06-03 16:30:47.385","/inventor/down/list-mine",564
"2022-06-03 16:30:48.22","/inventor/down/show",552
"2022-06-03 16:30:49.506","/inventor/down/update",552
"2022-06-03 16:30:49.772","/master/welcome",204
"2022-06-03 16:30:50.386","/master/welcome",549
"2022-06-03 16:30:52.679","/master/welcome",201
"2022-06-03 16:30:52.902","/master/welcome",192
"2022-06-03 16:30:53.524","/master/sign-in",561
"2022-06-03 16:30:54.754","/master/welcome",565
"2022-06-03 16:30:55.47","/inventor/down/list-mine",561
"2022-06-03 16:30:56.3","/inventor/down/show",551
"2022-06-03 16:30:57.687","/inventor/down/update",560
"2022-06-03 16:30:57.954","/master/welcome",205
"2022-06-03 16:30:58.576","/master/welcome",562
"2022-06-03 16:31:00.868","/master/welcome",204
"2022-06-03 16:31:01.089","/master/welcome",190
"2022-06-03 16:31:01.719","/master/sign-in",567
"2022-06-03 16:31:02.917","/master/welcome",549
"2022-06-03 16:31:03.629","/inventor/down/list-mine",555
"2022-06-03 16:31:04.46","/inventor/down/show",555
"2022-06-03 16:31:05.891","/inventor/down/update",563
"2022-06-03 16:31:06.157","/master/welcome",207
"2022-06-03 16:31:06.784","/master/welcome",563
"2022-06-03 16:31:09.061","/master/welcome",193
"2022-06-03 16:31:09.284","/master/welcome",192
"2022-06-03 16:31:09.909","/master/sign-in",564
"2022-06-03 16:31:11.117","/master/welcome",560
"2022-06-03 16:31:11.824","/inventor/down/list-mine",552
"2022-06-03 16:31:12.656","/inventor/down/show",554
"2022-06-03 16:31:14.058","/inventor/down/update",552
"2022-06-03 16:31:14.337","/master/welcome",217
"2022-06-03 16:31:14.963","/master/welcome",562
"2022-06-03 16:31:17.238","/master/welcome",191
"2022-06-03 16:31:17.459","/master/welcome",189
"2022-06-03 16:31:18.082","/master/sign-in",564
"2022-06-03 16:31:19.288","/master/welcome",552
"2022-06-03 16:31:20.005","/inventor/down/list-mine",564
"2022-06-03 16:31:20.846","/inventor/down/show",561
"2022-06-03 16:31:22.214","/inventor/down/update",550
"2022-06-03 16:31:22.481","/master/welcome",205
"2022-06-03 16:31:23.099","/master/welcome",556
"2022-06-03 16:31:25.354","/master/welcome",174
"2022-06-03 16:31:25.576","/master/welcome",190
"2022-06-03 16:31:26.2","/master/sign-in",563
"2022-06-03 16:31:27.412","/master/welcome",563
"2022-06-03 16:31:28.131","/inventor/down/list-mine",564
"2022-06-03 16:31:28.963","/inventor/down/show",553
"2022-06-03 16:31:30.437","/inventor/down/update",552
"2022-06-03 16:31:30.704","/master/welcome",206
"2022-06-03 16:31:31.327","/master/welcome",562
"2022-06-03 16:31:33.586","/master/welcome",173
"2022-06-03 16:31:33.807","/master/welcome",190
"2022-06-03 16:31:34.432","/master/sign-in",561
"2022-06-03 16:31:35.646","/master/welcome",561
"2022-06-03 16:31:36.364","/inventor/down/list-mine",563
"2022-06-03 16:31:37.194","/inventor/down/show",554
"2022-06-03 16:31:38.6","/inventor/down/update",549
"2022-06-03 16:31:38.861","/master/welcome",200
"2022-06-03 16:31:39.488","/master/welcome",563
"2022-06-03 16:31:41.754","/master/welcome",190
"2022-06-03 16:31:41.973","/master/welcome",187
"2022-06-03 16:31:42.603","/master/sign-in",567
"2022-06-03 16:31:43.818","/master/welcome",562
"2022-06-03 16:31:44.524","/inventor/down/list-mine",549
"2022-06-03 16:31:45.355","/inventor/down/show",553
"2022-06-03 16:31:46.735","/inventor/down/update",556
"2022-06-03 16:31:46.997","/master/welcome",201
"2022-06-03 16:31:47.621","/master/welcome",563
"2022-06-03 16:31:49.906","/master/welcome",191
"2022-06-03 16:31:50.128","/master/welcome",190
"2022-06-03 16:31:50.757","/master/sign-in",564
"2022-06-03 16:31:51.954","/master/welcome",551
"2022-06-03 16:31:52.661","/inventor/down/list-mine",550
"2022-06-03 16:31:53.49","/inventor/down/show",551
"2022-06-03 16:31:54.919","/inventor/down/update",552
"2022-06-03 16:31:55.185","/master/welcome",203
"2022-06-03 16:31:55.806","/master/welcome",560
"2022-06-03 16:31:58.097","/master/welcome",194
"2022-06-03 16:31:58.294","/master/welcome",173
"2022-06-03 16:31:58.92","/master/sign-in",563
"2022-06-03 16:32:00.135","/master/welcome",564
"2022-06-03 16:32:00.852","/inventor/down/list-mine",562
"2022-06-03 16:32:01.686","/inventor/down/show",554
"2022-06-03 16:32:03.046","/inventor/down/update",551
"2022-06-03 16:32:03.313","/master/welcome",208
"2022-06-03 16:32:03.925","/master/welcome",552
"2022-06-03 16:32:06.198","/master/welcome",187
"2022-06-03 16:32:06.418","/master/welcome",189
"2022-06-03 16:32:07.029","/master/sign-in",553
"2022-06-03 16:32:08.24","/master/welcome",562
"2022-06-03 16:32:08.955","/inventor/down/list-mine",561
"2022-06-03 16:32:09.789","/inventor/down/show",553
"2022-06-03 16:32:11.209","/inventor/down/update",584
"2022-06-03 16:32:11.476","/master/welcome",206
