timestamp,simple-path,time
"2022-06-03 16:40:18.63","/master/welcome",3486
"2022-06-03 16:40:18.951","/master/welcome",268
"2022-06-03 16:40:20.656","/master/sign-in",1649
"2022-06-03 16:40:21.883","/master/welcome",559
"2022-06-03 16:40:23.134","/inventor/down/list-mine",1099
"2022-06-03 16:40:25.166","/inventor/down/show",1753
"2022-06-03 16:40:27.148","/inventor/down/list-mine",558
"2022-06-03 16:40:27.962","/inventor/down/show",564
"2022-06-03 16:40:28.599","/master/welcome",230
"2022-06-03 16:40:29.214","/master/welcome",553
"2022-06-03 16:40:31.495","/master/welcome",190
"2022-06-03 16:40:31.732","/master/welcome",205
"2022-06-03 16:40:32.357","/master/sign-in",561
"2022-06-03 16:40:33.582","/master/welcome",554
"2022-06-03 16:40:34.293","/inventor/down/list-mine",553
"2022-06-03 16:40:35.132","/inventor/down/show",554
"2022-06-03 16:40:36.638","/inventor/down/list-mine",559
"2022-06-03 16:40:37.451","/inventor/down/show",565
"2022-06-03 16:40:38.063","/master/welcome",205
"2022-06-03 16:40:38.675","/master/welcome",552
"2022-06-03 16:40:40.953","/master/welcome",193
"2022-06-03 16:40:41.171","/master/welcome",188
"2022-06-03 16:40:41.791","/master/sign-in",560
"2022-06-03 16:40:43.024","/master/welcome",562
"2022-06-03 16:40:43.729","/inventor/down/list-mine",552
"2022-06-03 16:40:44.587","/inventor/down/show",562
"2022-06-03 16:40:45.866","/inventor/down/update",550
"2022-06-03 16:40:46.13","/master/welcome",204
"2022-06-03 16:40:46.759","/master/welcome",566
"2022-06-03 16:40:49.023","/master/welcome",183
"2022-06-03 16:40:49.26","/master/welcome",205
"2022-06-03 16:40:49.887","/master/sign-in",564
"2022-06-03 16:40:51.102","/master/welcome",563
"2022-06-03 16:40:51.815","/inventor/down/list-mine",555
"2022-06-03 16:40:52.652","/inventor/down/show",554
"2022-06-03 16:40:54.042","/inventor/down/update",563
"2022-06-03 16:40:54.306","/master/welcome",203
"2022-06-03 16:40:54.926","/master/welcome",559
"2022-06-03 16:40:57.217","/master/welcome",204
"2022-06-03 16:40:57.437","/master/welcome",188
"2022-06-03 16:40:58.068","/master/sign-in",567
"2022-06-03 16:40:59.28","/master/welcome",564
"2022-06-03 16:40:59.982","/inventor/down/list-mine",549
"2022-06-03 16:41:00.825","/inventor/down/show",561
"2022-06-03 16:41:02.272","/inventor/down/update",565
"2022-06-03 16:41:02.557","/master/welcome",221
"2022-06-03 16:41:03.183","/master/welcome",564
"2022-06-03 16:41:05.462","/master/welcome",191
"2022-06-03 16:41:05.68","/master/welcome",190
"2022-06-03 16:41:06.295","/master/sign-in",553
"2022-06-03 16:41:07.511","/master/welcome",564
"2022-06-03 16:41:08.231","/inventor/down/list-mine",567
"2022-06-03 16:41:09.058","/inventor/down/show",550
"2022-06-03 16:41:10.463","/inventor/down/update",548
"2022-06-03 16:41:10.749","/master/welcome",222
"2022-06-03 16:41:11.365","/master/welcome",552
"2022-06-03 16:41:13.645","/master/welcome",189
"2022-06-03 16:41:13.864","/master/welcome",189
"2022-06-03 16:41:14.487","/master/sign-in",562
"2022-06-03 16:41:15.688","/master/welcome",551
"2022-06-03 16:41:16.411","/inventor/down/list-mine",565
"2022-06-03 16:41:17.241","/inventor/down/show",555
"2022-06-03 16:41:18.646","/inventor/down/update",565
"2022-06-03 16:41:18.912","/master/welcome",205
"2022-06-03 16:41:19.521","/master/welcome",548
"2022-06-03 16:41:21.804","/master/welcome",190
"2022-06-03 16:41:22.008","/master/welcome",171
"2022-06-03 16:41:22.632","/master/sign-in",563
"2022-06-03 16:41:23.852","/master/welcome",561
"2022-06-03 16:41:24.562","/inventor/down/list-mine",554
